date,modularity,connectance,web asymmetry,links per species,number of compartments,number of species hl,number of species ll,clustering coefficient,nestedness,clustering coefficient hl,clustering coefficient ll
2024-06-08,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-09,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-10,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-11,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-12,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-13,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-14,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-15,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-16,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-17,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-18,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-19,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-20,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-21,0,1,-0.3333333333333333,0.6666666666666666,1,1,2,1,0,1,1
2024-06-22,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-06-23,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-06-24,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-06-25,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-06-26,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-06-27,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-06-28,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-06-29,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-06-30,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-01,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-02,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-03,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-04,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-05,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-06,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-07,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-08,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-09,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-10,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-11,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-12,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-13,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-14,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-15,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-16,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-17,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-18,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-19,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-20,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-21,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-22,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-23,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-24,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-25,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-26,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-27,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-28,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-29,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-30,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-07-31,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-01,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-02,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-03,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-04,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-05,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-06,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-07,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-08,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-09,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-10,0,1,-0.5,0.75,1,1,3,1,0,1,1
2024-08-11,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-12,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-13,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-14,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-15,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-16,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-17,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-18,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-19,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-20,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-21,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-22,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-23,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-24,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-25,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-26,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-27,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-28,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-29,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-30,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-08-31,0,1,-0.6,0.8,1,1,4,1,0,1,1
2024-09-01,0,1,-0.3333333333333333,1.3333333333333333,1,2,4,1,0,1,1
2024-09-02,0,1,-0.42857142857142855,1.4285714285714286,1,2,5,1,0,1,1
2024-09-03,0,1,-0.3333333333333333,1.3333333333333333,1,2,4,1,0,1,1
2024-09-04,0,1,-0.3333333333333333,1.3333333333333333,1,2,4,1,0,1,1
2024-09-05,0,1,-0.3333333333333333,1.3333333333333333,1,2,4,1,0,1,1
2024-09-06,0,1,-0.3333333333333333,1.3333333333333333,1,2,4,1,0,1,1
2024-09-07,0.12244897959183676,0.875,-0.3333333333333333,1.1666666666666667,1,2,4,0.875,0,0.8928571428571428,0.9285714285714286
2024-09-08,0.12244897959183676,0.875,-0.3333333333333333,1.1666666666666667,1,2,4,0.875,0,0.8928571428571428,0.9285714285714286
2024-09-09,0.12244897959183676,0.875,-0.3333333333333333,1.1666666666666667,1,2,4,0.875,0,0.8928571428571428,0.9285714285714286
2024-09-10,0.16666666666666666,0.75,-0.3333333333333333,1,1,2,4,0.75,37.80276503493074,0.75,0.8333333333333333
2024-09-11,0.16666666666666666,0.75,-0.3333333333333333,1,1,2,4,0.75,37.80276503493074,0.75,0.8333333333333333
2024-09-12,0.16666666666666666,0.75,-0.3333333333333333,1,1,2,4,0.75,37.80276503493074,0.75,0.8333333333333333
2024-09-13,0.16666666666666666,0.75,-0.3333333333333333,1,1,2,4,0.75,37.80276503493074,0.75,0.8333333333333333
2024-09-14,0.16666666666666666,0.75,-0.3333333333333333,1,1,2,4,0.75,37.80276503493074,0.75,0.8333333333333333
2024-09-15,0.11999999999999997,0.8333333333333334,-0.14285714285714285,1.4285714285714286,1,3,4,0.75,0.3852825900491909,0.85,0.9333333333333333
2024-09-16,0.11111111111111112,0.8,-0.25,1.5,1,3,5,0.8,39.084018943688775,0.8,0.8888888888888888
2024-09-17,0.0816326530612245,0.9333333333333333,-0.25,1.75,1,3,5,1,0,0.9428571428571428,0.9523809523809524
2024-09-18,0.0816326530612245,0.9333333333333333,-0.25,1.75,1,3,5,1,0,0.9428571428571428,0.9523809523809524
2024-09-19,0.14201183431952663,0.8666666666666667,-0.25,1.625,1,3,5,1,0.015989717713072338,0.9076923076923078,0.8974358974358974
2024-09-20,0.14201183431952663,0.8666666666666667,-0.25,1.625,1,3,5,1,0.015989717713072338,0.9076923076923078,0.8974358974358974
2024-09-21,0.14201183431952663,0.8666666666666667,-0.25,1.625,1,3,5,1,0.015989717713072338,0.9076923076923078,0.8974358974358974
2024-09-22,0.24,0.6666666666666666,-0.25,1.25,1,3,5,0.6,62.478108227807915,0.6799999999999999,0.6666666666666666
2024-09-23,0.29629629629629634,0.6,-0.25,1.125,1,3,5,0.6,47.29140392146053,0.6,0.7037037037037038
2024-09-24,0.1983471074380165,0.7333333333333333,-0.25,1.375,1,3,5,0.8,13.851201728585197,0.7454545454545455,0.8181818181818181
2024-09-25,0.1983471074380165,0.7333333333333333,-0.25,1.375,1,3,5,0.8,13.851201728585197,0.7454545454545455,0.8181818181818181
2024-09-26,0.1983471074380165,0.7333333333333333,-0.25,1.375,1,3,5,0.8,32.09783559523675,0.7454545454545455,0.8181818181818181
2024-09-27,0.19,0.6666666666666666,-0.25,1.25,1,3,5,0.6,21.74988398321976,0.6799999999999999,0.7999999999999997
2024-09-28,0.19999999999999998,0.6666666666666666,-0.25,1.25,1,3,5,0.8,31.36458559512295,0.7200000000000002,0.7333333333333333
2024-09-29,0.2152777777777778,0.6666666666666666,-0.3333333333333333,1.3333333333333333,1,3,6,0.6666666666666666,16.640806830409883,0.6944444444444444,0.7777777777777778
2024-09-30,0.2644628099173554,0.6111111111111112,-0.3333333333333333,1.2222222222222223,1,3,6,0.6666666666666666,14.570344253521286,0.6818181818181819,0.7575757575757576
2024-10-01,0.2083333333333333,0.6666666666666666,-0.3333333333333333,1.3333333333333333,1,3,6,0.8333333333333334,12.403811127682305,0.75,0.7777777777777779
2024-10-02,0.18367346938775508,0.7777777777777778,-0.3333333333333333,1.5555555555555556,1,3,6,0.8333333333333334,9.986315714807226,0.8333333333333333,0.8095238095238096
2024-10-03,0.18367346938775508,0.7777777777777778,-0.3333333333333333,1.5555555555555556,1,3,6,0.8333333333333334,9.986315714807226,0.8333333333333333,0.8095238095238096
2024-10-04,0.17751479289940827,0.7222222222222222,-0.3333333333333333,1.4444444444444444,1,3,6,0.8333333333333334,0.04737174255595782,0.8333333333333334,0.7948717948717949
2024-10-05,0.256198347107438,0.6111111111111112,-0.3333333333333333,1.2222222222222223,1,3,6,0.6666666666666666,17.531642306041064,0.6818181818181819,0.696969696969697
2024-10-06,0.256198347107438,0.6111111111111112,-0.3333333333333333,1.2222222222222223,1,3,6,0.6666666666666666,17.531642306041064,0.6818181818181819,0.696969696969697
2024-10-07,0.20888888888888887,0.625,-0.2,1.5,1,4,6,0.6666666666666666,11.413513873680852,0.6777777777777778,0.7166666666666668
2024-10-08,0.24489795918367346,0.5833333333333334,-0.2,1.4,1,4,6,0.6666666666666666,39.43283584758589,0.6190476190476192,0.6785714285714286
2024-10-09,0.2,0.625,-0.2,1.5,1,4,6,0.6666666666666666,35.97073234143809,0.6333333333333333,0.7833333333333334
2024-10-10,0.20408163265306123,0.5833333333333334,-0.2,1.4,1,4,6,0.5833333333333333,33.731017671243656,0.5952380952380952,0.7142857142857144
2024-10-11,0.22448979591836735,0.5833333333333334,-0.2,1.4,1,4,6,0.6666666666666666,22.079367261352107,0.6190476190476192,0.7857142857142857
2024-10-12,0.2777777777777778,0.5,-0.2,1.2,1,4,6,0.5,17.143951370454655,0.5555555555555557,0.6666666666666666
2024-10-13,0.22485207100591714,0.5416666666666666,-0.2,1.3,1,4,6,0.5,29.89976422023528,0.5512820512820513,0.6730769230769231
2024-10-14,0.22485207100591711,0.5416666666666666,-0.2,1.3,1,4,6,0.5,29.89976422023528,0.5512820512820513,0.6730769230769231
2024-10-15,0.39999999999999997,0.4166666666666667,-0.2,1,2,4,6,0.5,50.391824073182725,0.4666666666666667,0.44999999999999996
2024-10-16,0.3333333333333333,0.5,-0.2,1.2,1,4,6,0.5,62.14395926655398,0.5,0.5833333333333335
2024-10-17,0.38842975206611574,0.4583333333333333,-0.2,1.1,1,4,6,0.5,59.57957935071124,0.46969696969696967,0.4772727272727272
2024-10-18,0.34722222222222227,0.5,-0.2,1.2,1,4,6,0.5,50.7109362826036,0.5277777777777778,0.5416666666666667
2024-10-19,0.2734375,0.5714285714285714,-0.2727272727272727,1.4545454545454546,1,4,7,0.6428571428571428,29.631188332391336,0.625,0.65625
2024-10-20,0.2488888888888889,0.5357142857142857,-0.2727272727272727,1.3636363636363635,1,4,7,0.5714285714285714,33.66174918122989,0.5809523809523809,0.6166666666666668
2024-10-21,0.24913494809688577,0.6071428571428571,-0.2727272727272727,1.5454545454545454,1,4,7,0.6428571428571428,36.04721525303603,0.6302521008403361,0.7205882352941176
2024-10-22,0.3010204081632653,0.5,-0.2727272727272727,1.2727272727272727,1,4,7,0.5,15.277883073830631,0.5510204081632654,0.6428571428571429
2024-10-23,0.2711111111111111,0.5357142857142857,-0.2727272727272727,1.3636363636363635,1,4,7,0.5,10.607094265107296,0.6190476190476191,0.65
2024-10-24,0.23875432525951557,0.6071428571428571,-0.2727272727272727,1.5454545454545454,1,4,7,0.5714285714285714,41.54697358838062,0.6470588235294117,0.6323529411764707
2024-10-25,0.23875432525951557,0.6071428571428571,-0.2727272727272727,1.5454545454545454,1,4,7,0.5714285714285714,41.54697358838062,0.6470588235294117,0.6323529411764707
2024-10-26,0.24888888888888888,0.5357142857142857,-0.2727272727272727,1.3636363636363635,1,4,7,0.5714285714285714,21.13046171861972,0.6761904761904761,0.5833333333333334
2024-10-27,0.27734375,0.5,-0.3333333333333333,1.3333333333333333,1,4,8,0.5625,23.995364514314804,0.609375,0.59375
2024-10-28,0.32142857142857145,0.4375,-0.3333333333333333,1.1666666666666667,1,4,8,0.4375,27.806320997115048,0.5535714285714287,0.5357142857142858
2024-10-29,0.34183673469387754,0.4375,-0.3333333333333333,1.1666666666666667,1,4,8,0.4375,24.566142077196723,0.5535714285714287,0.5357142857142858
2024-10-30,0.31555555555555553,0.46875,-0.3333333333333333,1.25,1,4,8,0.4375,37.9529974062768,0.5416666666666667,0.5166666666666666
2024-10-31,0.31555555555555553,0.46875,-0.3333333333333333,1.25,1,4,8,0.4375,37.9529974062768,0.5416666666666667,0.5166666666666666
2024-11-01,0.336734693877551,0.4375,-0.3333333333333333,1.1666666666666667,1,4,8,0.375,32.8557001166997,0.5357142857142858,0.5
2024-11-02,0.336734693877551,0.4375,-0.3333333333333333,1.1666666666666667,1,4,8,0.375,28.827728042265846,0.5357142857142858,0.5
2024-11-03,0.3490304709141274,0.475,-0.23076923076923078,1.4615384615384615,1,5,8,0.5,40.221345954113346,0.5328947368421053,0.5368421052631579
2024-11-04,0.2936288088642659,0.475,-0.23076923076923078,1.4615384615384615,1,5,8,0.5,31.67655472458397,0.5592105263157894,0.536842105263158
2024-11-05,0.35986159169550164,0.425,-0.23076923076923078,1.3076923076923077,1,5,8,0.5,22.845322803541958,0.5367647058823529,0.5294117647058824
2024-11-06,0.23966942148760326,0.55,-0.23076923076923078,1.6923076923076923,1,5,8,0.625,38.67663376975355,0.625,0.6181818181818183
2024-11-07,0.22107438016528924,0.55,-0.23076923076923078,1.6923076923076923,1,5,8,0.625,39.83779088505935,0.625,0.6000000000000001
2024-11-08,0.23140495867768598,0.55,-0.23076923076923078,1.6923076923076923,1,5,8,0.625,36.435008938100026,0.625,0.6181818181818182
2024-11-09,0.1724137931034483,0.6041666666666666,-0.14285714285714285,2.0714285714285716,1,6,8,0.625,40.60564032898776,0.6681034482758621,0.6264367816091954
2024-11-10,0.20438957475994513,0.5625,-0.14285714285714285,1.9285714285714286,1,6,8,0.625,61.015405824012475,0.625,0.5740740740740742
2024-11-11,0.2130177514792899,0.5416666666666666,-0.14285714285714285,1.8571428571428572,1,6,8,0.5625,40.31679433823021,0.6538461538461539,0.564102564102564
2024-11-12,0.27891156462585037,0.4375,-0.14285714285714285,1.5,1,6,8,0.375,43.3178446475904,0.5892857142857143,0.4523809523809524
2024-11-13,0.30165289256198347,0.4074074074074074,-0.2,1.4666666666666666,2,6,9,0.4444444444444444,44.68212798507778,0.5050505050505051,0.45454545454545453
2024-11-14,0.345,0.37037037037037035,-0.2,1.3333333333333333,1,6,9,0.38888888888888884,44.07284320947096,0.4444444444444445,0.41666666666666663
2024-11-15,0.3739612188365651,0.35185185185185186,-0.2,1.2666666666666666,1,6,9,0.38888888888888884,43.53569128982388,0.4152046783625731,0.4122807017543859
2024-11-16,0.35123966942148765,0.4074074074074074,-0.2,1.4666666666666666,1,6,9,0.4444444444444444,43.27168877619,0.4545454545454545,0.45454545454545453
2024-11-17,0.38683127572016457,0.38571428571428573,-0.17647058823529413,1.588235294117647,1,7,10,0.3,46.283567095419095,0.4555555555555555,0.41798941798941797
2024-11-18,0.3584183673469388,0.4,-0.17647058823529413,1.6470588235294117,1,7,10,0.4,46.794459547998905,0.46428571428571436,0.4285714285714287
2024-11-19,0.3472057074910821,0.37662337662337664,-0.2222222222222222,1.6111111111111112,1,7,11,0.45454545454545453,37.07604609762398,0.4921630094043886,0.41871921182266003
2024-11-20,0.3472057074910821,0.37662337662337664,-0.2222222222222222,1.6111111111111112,1,7,11,0.45454545454545453,32.826608773370154,0.4921630094043886,0.41871921182266003
2024-11-21,0.3915816326530612,0.36363636363636365,-0.2222222222222222,1.5555555555555556,1,7,11,0.2727272727272727,37.00533946119601,0.4675324675324675,0.4081632653061226
2024-11-22,0.3489439853076217,0.42857142857142855,-0.2222222222222222,1.8333333333333333,1,7,11,0.45454545454545453,47.01914585392067,0.4820936639118457,0.4632034632034633
2024-11-23,0.3468858131487889,0.44155844155844154,-0.2222222222222222,1.8888888888888888,1,7,11,0.45454545454545453,48.103702359826485,0.5026737967914439,0.47058823529411753
2024-11-24,0.3756503642039543,0.4025974025974026,-0.2222222222222222,1.7222222222222223,1,7,11,0.36363636363636365,57.79913288648994,0.4545454545454546,0.41013824884792616
2024-11-25,0.3711111111111111,0.38961038961038963,-0.2222222222222222,1.6666666666666667,1,7,11,0.36363636363636365,62.07642145090182,0.43030303030303035,0.4000000000000001
