date,observed,season,trend,remainder
2024-01-23,-6.938893903907228e-18,-0.06177029668038821,0.005633568293752032,0.05613672838663618
2024-01-24,0,-0.2373038239291766,0.005494791456655521,0.23180903247252108
2024-01-25,0,1.0666260218321935,0.005356014619559011,-1.0719820364517525
2024-01-26,0,-0.7130687338740775,0.0052172377824625015,0.707851496091615
2024-01-27,0,-0.3046100307322072,0.005078460945365991,0.2995315697868412
2024-01-28,0,-0.6083819385456819,0.004939684108269481,0.6034422544374124
2024-01-29,0,0.8585092460793579,0.0048009072711729705,-0.8633101533505309
2024-01-30,0,-0.06177029668038821,0.00466213043407646,0.05710816624631175
2024-01-31,0,-0.2373038239291766,0.004523353596979951,0.23278047033219665
2024-02-01,0,1.0666260218321935,0.00438457675988344,-1.0710105985920768
2024-02-02,0,-0.7130687338740775,0.00424579992278693,0.7088229339512906
2024-02-03,0,-0.3046100307322072,0.004119687834984121,0.3004903428972231
2024-02-04,0,-0.6083819385456819,0.0039935757471813126,0.6043883627985006
2024-02-05,0,0.8585092460793579,0.0038674636593785043,-0.8623767097387364
2024-02-06,0,-0.06177029668038821,0.003741351571575696,0.05802894510881252
2024-02-07,0,-0.2373038239291766,0.0036152394837728873,0.23368858444540372
2024-02-08,0,1.0666260218321935,0.0034891273959700786,-1.0701151492281635
2024-02-09,0,-0.7130687338740775,0.0033630153081672704,0.7097057185659102
2024-02-10,0,-0.3046100307322072,0.0032369032203644617,0.30137312751184275
2024-02-11,0,-0.6083819385456819,0.003110791132561653,0.6052711474131203
2024-02-12,0,0.8585092460793579,0.0029846790447588447,-0.8614939251241167
2024-02-13,0,-0.06177029668038821,0.002862244223785701,0.058908052456602515
2024-02-14,0,-0.2373038239291766,0.0027398094028125565,0.23456401452636405
2024-02-15,0,1.0666260218321935,0.0026173745818394126,-1.0692433964140329
2024-02-16,0,-0.7130687338740775,0.0024949397608662687,0.7105737941132113
2024-02-17,0,-0.3046100307322072,0.0023725049398931244,0.3022375257923141
2024-02-18,0,-0.6083819385456819,0.0022500701189199805,0.6061318684267619
2024-02-19,0,0.8585092460793579,0.0021276352979468366,-0.8606368813773047
2024-02-20,0,-0.06177029668038821,0.0020052004769736927,0.05976509620341452
2024-02-21,0,-0.2373038239291766,0.0018827656560005484,0.23542105827317605
2024-02-22,0,1.0666260218321935,0.0017603308350274045,-1.0683863526672208
2024-02-23,0,-0.7130687338740775,0.001643395722873857,0.7114253381512037
2024-02-24,0,-0.3046100307322072,0.0015264606107203097,0.3030835701214869
2024-02-25,0,-0.6083819385456819,0.0014095254985667623,0.6069724130471151
2024-02-26,0,0.8585092460793579,0.001292590386413215,-0.859801836465771
2024-02-27,0,-0.06177029668038821,0.0011756552742596673,0.060594641406128545
2024-02-28,0,-0.2373038239291766,0.00105872016210612,0.23624510376707047
2024-02-29,0,1.0666260218321935,9.417850499525726e-4,-1.0675678068821461
2024-03-01,0,-0.7130687338740775,8.248499377990252e-4,0.7122438839362785
2024-03-02,0,-0.3046100307322072,7.079148256454778e-4,0.30390211590656174
2024-03-03,0,-0.6083819385456819,5.909797134919304e-4,0.6077909588321899
2024-03-04,0,0.8585092460793579,5.619661843764033e-4,-0.8590712122637343
2024-03-05,0,-0.06177029668038821,5.32952655260876e-4,0.06123734402512734
2024-03-06,0,-0.2373038239291766,5.039391261453488e-4,0.23679988480303124
2024-03-07,0,1.0666260218321935,4.7492559702982164e-4,-1.0671009474292232
2024-03-08,0,-0.7130687338740775,4.4591206791429444e-4,0.7126228218061632
2024-03-09,0,-0.3046100307322072,4.1689853879876723e-4,0.30419313219340843
2024-03-10,0,-0.6083819385456819,3.8788500968324e-4,0.6079940535359987
2024-03-11,0,0.8585092460793579,3.588714805677129e-4,-0.8588681175599255
2024-03-12,0,-0.06177029668038821,3.2985795145218567e-4,0.06144043872893603
2024-03-13,0,-0.2373038239291766,3.0084442233665847e-4,0.23700297950683993
2024-03-14,0,1.0666260218321935,2.9256355345772304e-4,-1.066918585385651
2024-03-15,0,-0.7130687338740775,2.8428268457878766e-4,0.7127844511894987
2024-03-16,0,-0.3046100307322072,2.7600181569985223e-4,0.30433402891650735
2024-03-17,0,-0.6083819385456819,2.6772094682091685e-4,0.608114217598861
2024-03-18,0,0.8585092460793579,2.594400779419814e-4,-0.8587686861572998
2024-03-19,0,-0.06177029668038821,2.5115920906304605e-4,0.06151913747132517
2024-03-20,0,-0.2373038239291766,2.4287834018411062e-4,0.2370609455889925
2024-03-21,0,1.0666260218321935,2.3459747130517522e-4,-1.0668606193034986
2024-03-22,0,-0.7130687338740775,2.263166024262398e-4,0.7128424172716513
2024-03-23,0,-0.3046100307322072,2.180357335473044e-4,0.30439199499865993
2024-03-24,0,-0.6083819385456819,1.8975647901263296e-4,0.6081921820666693
2024-03-25,0,0.8585092460793579,1.614772244779615e-4,-0.8586707233038359
2024-03-26,0,-0.06177029668038821,1.3319796994329004e-4,0.061637098710444926
2024-03-27,0,-0.2373038239291766,1.0491871540861858e-4,0.23719890521376796
2024-03-28,0,1.0666260218321935,7.663946087394712e-5,-1.0667026612930675
2024-03-29,0,-0.7130687338740775,4.836020633927566e-5,0.7130203736677383
2024-03-30,0,-0.3046100307322072,2.0080951804604202e-5,0.3045899497804026
2024-03-31,0,-0.6083819385456819,-8.198302730067256e-6,0.6083901368484119
2024-04-01,0,0.8585092460793579,-3.647755726473872e-5,-0.8584727685220931
2024-04-02,0,-0.06177029668038821,-6.475681179941018e-5,0.061835053492187625
2024-04-03,0,-0.2373038239291766,-0.0010038445774665963,0.2383076685066432
2024-04-04,0,1.0666260218321935,-0.0019429323431337823,-1.0646830894890598
2024-04-05,0,-0.7130687338740775,-0.002882020108800968,0.7159507539828786
2024-04-06,0,-0.3046100307322072,-0.0038211078744681544,0.30843113860667537
2024-04-07,0,-0.6083819385456819,-0.004760195640135341,0.6131421341858172
2024-04-08,0,0.8585092460793579,-0.005699283405802526,-0.8528099626735554
2024-04-09,0,-0.06177029668038821,-0.006638371171469712,0.06840866785185792
2024-04-10,0,-0.2373038239291766,-0.007577458937136898,0.2448812828663135
2024-04-11,0,1.0666260218321935,-0.008516546702804084,-1.0581094751293894
2024-04-12,0,-0.7130687338740775,-0.00945563446847127,0.7225243683425489
2024-04-13,0,-0.3046100307322072,-0.011004019307382729,0.3156140500395899
2024-04-14,0,-0.6083819385456819,-0.012552404146294188,0.6209343426919761
2024-04-15,0,0.8585092460793579,-0.014100788985205646,-0.8444084570941522
2024-04-16,0,-0.06177029668038821,-0.015649173824117103,0.07741947050450532
2024-04-17,0,-0.2373038239291766,-0.017197558663028564,0.25450138259220517
2024-04-18,0,1.0666260218321935,-0.018745943501940022,-1.0478800783302535
2024-04-19,0,-0.7130687338740775,-0.020294328340851483,0.733363062214929
2024-04-20,0,-0.3046100307322072,-0.02184271317976294,0.32645274391197016
2024-04-21,0,-0.6083819385456819,-0.023391098018674398,0.6317730365643563
2024-04-22,0,0.8585092460793579,-0.02493948285758586,-0.833569763221772
2024-04-23,6.938893903907228e-18,-0.06177029668038821,-0.022406869131982966,0.08417716581237118
2024-04-24,-2.7755575615628914e-17,-0.2373038239291766,-0.019874255406380072,0.25717807933555664
2024-04-25,0,1.0666260218321935,-0.01734164168077718,-1.0492843801514162
2024-04-26,0,-0.7130687338740775,-0.014809027955174286,0.7278777618292518
2024-04-27,0,-0.3046100307322072,-0.012276414229571393,0.3168864449617786
2024-04-28,0,-0.6083819385456819,-0.0097438005039685,0.6181257390496504
2024-04-29,0,0.8585092460793579,-0.007211186778365606,-0.8512980593009922
2024-04-30,-6.938893903907228e-18,-0.06177029668038821,-0.004678573052762713,0.06644886973315092
2024-05-01,0,-0.2373038239291766,-0.0021459593271598194,0.23944978325633642
2024-05-02,0,1.0666260218321935,3.866543984430738e-4,-1.0670126762306364
2024-05-03,0,-0.7130687338740775,0.05759698975543952,0.6554717441186381
2024-05-04,0,-0.3046100307322072,0.11480732511243597,0.18980270561977125
2024-05-05,0,-0.6083819385456819,0.17201766046943243,0.43636427807624945
2024-05-06,0,0.8585092460793579,0.22922799582642886,-1.0877372419057867
2024-05-07,40.24716294645047,-0.06177029668038821,0.2864383311834253,40.02249491194743
2024-05-08,40.24716294645047,-0.2373038239291766,0.34364866654042175,40.14081810383922
2024-05-09,40.24716294645047,1.0666260218321935,0.4008590018974182,38.779677922720865
2024-05-10,40.24716294645047,-0.7130687338740775,0.4580693372544147,40.50216234307013
2024-05-11,40.24716294645047,-0.3046100307322072,0.515279672611411,40.036493304571266
2024-05-12,40.24716294645047,-0.6083819385456819,0.5724900079684075,40.28305487702775
2024-05-13,-1.1102230246251565e-16,0.8585092460793579,0.8203112083770856,-1.6788204544564436
2024-05-14,40.24716294645047,-0.06177029668038821,1.0681324087857638,39.240800834345094
2024-05-15,40.24716294645047,-0.2373038239291766,1.315953609194442,39.1685131611852
2024-05-16,40.24716294645047,1.0666260218321935,1.56377480960312,37.61676211501516
2024-05-17,40.24716294645047,-0.7130687338740775,1.811596010011798,39.14863567031275
2024-05-18,40.24716294645047,-0.3046100307322072,2.0594172104204764,38.4923557667622
2024-05-19,40.24716294645047,-0.6083819385456819,2.307238410829154,38.548306474167
2024-05-20,-1.1102230246251565e-16,0.8585092460793579,2.5550596112378323,-3.4135688573171903
2024-05-21,1.457167719820518e-16,-0.06177029668038821,2.8028808116465105,-2.741110514966122
2024-05-22,1.1102230246251565e-16,-0.2373038239291766,3.0507020120551886,-2.813398188126012
2024-05-23,2.220446049250313e-16,1.0666260218321935,3.476763329964008,-4.543389351796201
2024-05-24,2.220446049250313e-16,-0.7130687338740775,3.9028246478728272,-3.1897559139987495
2024-05-25,5.551115123125783e-17,-0.3046100307322072,4.328885965781647,-4.02427593504944
2024-05-26,-2.220446049250313e-16,-0.6083819385456819,4.754947283690466,-4.146565345144785
2024-05-27,40.24716294645047,0.8585092460793579,5.181008601599285,34.20764509877183
2024-05-28,40.24716294645047,-0.06177029668038821,5.607069919508105,34.70186332362275
2024-05-29,40.24716294645047,-0.2373038239291766,6.033131237416924,34.45133553296272
2024-05-30,2.220446049250313e-16,1.0666260218321935,6.459192555325744,-7.525818577157938
2024-05-31,2.220446049250313e-16,-0.7130687338740775,6.885253873234563,-6.172185139360486
2024-06-01,5.551115123125783e-17,-0.3046100307322072,7.311315191143383,-7.006705160411176
2024-06-02,-2.220446049250313e-16,-0.6083819385456819,7.989337282904447,-7.380955344358766
2024-06-03,3.3306690738754696e-16,0.8585092460793579,8.66735937466551,-9.525868620744868
2024-06-04,-2.983724378680108e-16,-0.06177029668038821,9.345381466426575,-9.283611169746187
2024-06-05,-3.3306690738754696e-16,-0.2373038239291766,10.023403558187638,-9.786099734258462
2024-06-06,-6.661338147750939e-16,1.0666260218321935,10.701425649948701,-11.768051671780896
2024-06-07,2.220446049250313e-16,-0.7130687338740775,11.379447741709766,-10.666379007835689
2024-06-08,-8.326672684688674e-16,-0.3046100307322072,12.05746983347083,-11.752859802738623
2024-06-09,-2.220446049250313e-16,-0.6083819385456819,12.735491925231894,-12.127109986686213
2024-06-10,3.3306690738754696e-16,0.8585092460793579,13.413514016992957,-14.272023263072315
2024-06-11,-2.983724378680108e-16,-0.06177029668038821,14.09153610875402,-14.029765812073633
2024-06-12,11.029484691571716,-0.2373038239291766,14.968815906159703,-3.7020273906588113
2024-06-13,62.480194914848425,1.0666260218321935,15.846095703565386,45.56747318945085
2024-06-14,11.029484691571716,-0.7130687338740775,16.723375500971066,-4.980822075525273
2024-06-15,11.029484691571716,-0.3046100307322072,17.60065529837675,-6.266560576072829
2024-06-16,47.41442587388556,-0.6083819385456819,18.477935095782435,29.54487271664881
2024-06-17,24.631572707617508,0.8585092460793579,19.355214893188116,4.417848568350035
2024-06-18,26.294778745809243,-0.06177029668038821,20.232494690593796,6.124054351895836
2024-06-19,65.41517183432974,-0.2373038239291766,21.10977448799948,44.54270117025944
2024-06-20,27.58068559577064,1.0666260218321935,21.987054285405165,4.527005288533282
2024-06-21,21.91590572390093,-0.7130687338740775,22.864334082810846,-0.23535962503583718
2024-06-22,17.872347138468452,-0.3046100307322072,23.530894022881977,-5.3539368536813186
2024-06-23,17.872347138468452,-0.6083819385456819,24.19745396295311,-5.716724885938973
2024-06-24,37.73573884747121,0.8585092460793579,24.86401390302424,12.013215698367613
2024-06-25,37.73573884747121,-0.06177029668038821,25.53057384309537,12.266935301056225
2024-06-26,43.07257384153753,-0.2373038239291766,26.197133783166503,17.112743882300204
2024-06-27,45.40592468755162,1.0666260218321935,26.86369372323764,17.475604942481787
2024-06-28,43.07257384153753,-0.7130687338740775,27.53025366330877,16.255388912102838
2024-06-29,43.07257384153753,-0.3046100307322072,28.1968136033799,15.180370268889838
2024-06-30,43.07257384153753,-0.6083819385456819,28.863373543451033,14.817582236632184
2024-07-01,39.80183325337222,0.8585092460793579,29.529933483522164,9.413390523770701
